broken_name,occurrences,sample_sources
低共熔混合物,1,07-资料提炼/书籍提炼/提炼-Atkins物理化学-主题05-简单混合物.md
分子轨道理论初步,1,07-资料提炼/书籍提炼/提炼-Atkins物理化学-主题10-分子对称性.md
配位化合物结构与性质,1,07-资料提炼/书籍提炼/提炼-Atkins物理化学-主题10-分子对称性.md
Boltzmann分布,1,07-资料提炼/书籍提炼/提炼-Atkins物理化学-主题13-14-统计热力学与分子相互作用.md
物理化学（第11版）14章 分子相互作用 594-649,1,07-资料提炼/书籍提炼/提炼-Atkins物理化学-主题13-14-统计热力学与分子相互作用.md
双原子分子电子结构,1,07-资料提炼/书籍提炼/提炼-Atkins物理化学-主题7-8-9-量子理论与结构.md
四面体中间体,1,07-资料提炼/书籍提炼/提炼-Clayden-第10章-羰基上的亲核取代.md
Schotten-Baumann反应,1,07-资料提炼/书籍提炼/提炼-Clayden-第10章-羰基上的亲核取代.md
Weinreb酰胺,1,07-资料提炼/书籍提炼/提炼-Clayden-第10章-羰基上的亲核取代.md
亚硫酰氯,1,07-资料提炼/书籍提炼/提炼-Clayden-第10章-羰基上的亲核取代.md
n+1规则,1,07-资料提炼/书籍提炼/提炼-Clayden-第13章-核磁共振氢谱.md
积分,1,07-资料提炼/书籍提炼/提炼-Clayden-第13章-核磁共振氢谱.md
AB体系,1,07-资料提炼/书籍提炼/提炼-Clayden-第13章-核磁共振氢谱.md
¹H NMR化学位移速查表,1,07-资料提炼/书籍提炼/提炼-Clayden-第13章-核磁共振氢谱.md
典型偶合常数,1,07-资料提炼/书籍提炼/提炼-Clayden-第13章-核磁共振氢谱.md
Fisher投影式,1,07-资料提炼/书籍提炼/提炼-Clayden-第14章-立体化学.md
"1,3-双直立相互作用",1,07-资料提炼/书籍提炼/提炼-Clayden-第16章-构象分析.md
甾族化合物,1,07-资料提炼/书籍提炼/提炼-Clayden-第16章-构象分析.md
消除反应-取代竞争,1,07-资料提炼/书籍提炼/提炼-Clayden-第17章-消除反应.md
¹³C NMR,1,07-资料提炼/书籍提炼/提炼-Clayden-第18章-光谱法综述.md
萘的化学,1,07-资料提炼/书籍提炼/提炼-Clayden-第24章-区域选择性.md
合成设计,1,07-资料提炼/书籍提炼/提炼-Clayden-第24章-区域选择性.md
交叉Aldol,1,07-资料提炼/书籍提炼/提炼-Clayden-第26章-羟醛反应和Claisen反应.md
Dieckmann缩合,1,07-资料提炼/书籍提炼/提炼-Clayden-第26章-羟醛反应和Claisen反应.md
Horner-Wadsworth-Emmons,1,07-资料提炼/书籍提炼/提炼-Clayden-第27章-有机化学中的硫硅磷.md
硫稳定阴离子,1,07-资料提炼/书籍提炼/提炼-Clayden-第27章-有机化学中的硫硅磷.md
β-硅基阳离子,1,07-资料提炼/书籍提炼/提炼-Clayden-第27章-有机化学中的硫硅磷.md
烯丙基硅烷,1,07-资料提炼/书籍提炼/提炼-Clayden-第27章-有机化学中的硫硅磷.md
极性反转Umpolung,1,07-资料提炼/书籍提炼/提炼-Clayden-第28章-逆合成分析.md
氧化程度分类,1,07-资料提炼/书籍提炼/提炼-Clayden-第2章-有机结构.md
结构推断题,1,07-资料提炼/书籍提炼/提炼-Clayden-第2章-有机结构.md
命名题,1,07-资料提炼/书籍提炼/提炼-Clayden-第2章-有机结构.md
维生素D,1,07-资料提炼/书籍提炼/提炼-Clayden-第35章-σ重排和电环化反应.md
键的强度,1,07-资料提炼/书籍提炼/提炼-Clayden-第37章-自由基反应.md
36-重排反应,1,07-资料提炼/书籍提炼/提炼-Clayden-第38章-卡宾的合成与反应.md
35-消除反应,1,07-资料提炼/书籍提炼/提炼-Clayden-第38章-卡宾的合成与反应.md
39-金属有机化学,1,07-资料提炼/书籍提炼/提炼-Clayden-第38章-卡宾的合成与反应.md
卡宾体,1,07-资料提炼/书籍提炼/提炼-Clayden-第38章-卡宾的合成与反应.md
X射线晶体学,1,07-资料提炼/书籍提炼/提炼-Clayden-第3章-有机结构的确定.md
β-负氢消除,1,07-资料提炼/书籍提炼/提炼-Clayden-第40章-金属有机化学.md
配体加速催化,1,07-资料提炼/书籍提炼/提炼-Clayden-第41章-不对称合成.md
核酸结构,1,07-资料提炼/书籍提炼/提炼-Clayden-第42章-生命中的有机化学.md
环状磷酸酯,1,07-资料提炼/书籍提炼/提炼-Clayden-第42章-生命中的有机化学.md
氰醇,1,07-资料提炼/书籍提炼/提炼-Clayden-第6章-对羰基的亲核加成.md
σ键与π键,1,07-资料提炼/书籍提炼/提炼-Clayden-第7章-离域与共轭.md
C-C键形成,1,07-资料提炼/书籍提炼/提炼-Clayden-第9章-有机金属试剂构建CC键.md
卤素-金属交换,1,07-资料提炼/书籍提炼/提炼-Clayden-第9章-有机金属试剂构建CC键.md
机械互锁分子,1,07-资料提炼/书籍提炼/提炼-Steed-Atwood-超分子化学第7章-模板和自组装.md
索烃和轮烷,1,07-资料提炼/书籍提炼/提炼-Steed-Atwood-超分子化学第7章-模板和自组装.md
Thorpe-Ingold效应,1,07-资料提炼/书籍提炼/提炼-化学竞赛初赛讲义-附录B-有机化学知识要点.md
铂族元素化学,1,07-资料提炼/书籍提炼/提炼-无机化学第6版-第19章-d区金属.md
光谱项,1,07-资料提炼/书籍提炼/提炼-无机化学第6版-第20章-配位化学理论.md
电子云重排效应,1,07-资料提炼/书籍提炼/提炼-无机化学第6版-第20章-配位化学理论.md
选律（自旋+Laporte）,1,07-资料提炼/书籍提炼/提炼-无机化学第6版-第20章-配位化学理论.md
Irving-Williams序列,1,07-资料提炼/书籍提炼/提炼-无机化学第6版-第20章-配位化学理论.md
锕系元素化学,1,07-资料提炼/书籍提炼/提炼-无机化学第6版-第23章-f区元素化学.md
离子交换色谱,1,07-资料提炼/书籍提炼/提炼-无机化学第6版-第23章-f区元素化学.md
决赛11-物理化学,1,07-资料提炼/书籍提炼/提炼-无机化学第6版-第24-25章-材料化学与催化.md
接触法制硫酸,1,07-资料提炼/书籍提炼/提炼-无机化学第6版-第24-25章-材料化学与催化.md
分子运动论,1,07-资料提炼/书籍提炼/提炼-普化原理-第2章-气体.md
气体分子运动论,1,07-资料提炼/书籍提炼/提炼-普化原理-第2章-气体.md
气体扩散定律,1,07-资料提炼/书籍提炼/提炼-普化原理-第2章-气体.md
00-首页/agent标准作业流程,1,07-资料提炼/书籍提炼/源书OCR跳转索引大全.md
专题-主族元素结构化学,1,07-资料提炼/教学逻辑提炼/Zchem 中级无机结构化学/教学逻辑提炼-Zchem-主族元素的结构化学II-第二轮深化.md
专题-氢键与分子间作用力,1,07-资料提炼/教学逻辑提炼/Zchem 中级无机结构化学/教学逻辑提炼-Zchem-主族元素的结构化学II-第二轮深化.md
金刚烷,1,07-资料提炼/教学逻辑提炼/Zchem 中级无机结构化学/教学逻辑提炼-Zchem-主族元素的结构化学II-第二轮深化.md
钛化学,1,07-资料提炼/教学逻辑提炼/Zchem 元素化学与结构化学/教学逻辑提炼-Zchem-钛钒铬锰与稀土-第一轮.md
钴化学,1,07-资料提炼/教学逻辑提炼/Zchem 元素化学与结构化学/教学逻辑提炼-Zchem-铁系与铂系-第一轮.md
ds区元素,1,07-资料提炼/教学逻辑提炼/Zchem 元素化学与结构化学/教学逻辑提炼-Zchem-铜锌副族-第一轮.md
有机反应热力学,1,07-资料提炼/教学逻辑提炼/Zchem 基础有机化学/教学逻辑提炼-Zchem基础有机化学-批次Z-F-高阶专题（周环重排波谱）.md
二苯乙醇酸重排,1,07-资料提炼/教学逻辑提炼/Zchem 基础有机化学/教学逻辑提炼-Zchem基础有机化学-批次Z-F-高阶专题（周环重排波谱）.md
波谱原理,1,07-资料提炼/教学逻辑提炼/Zchem 基础有机化学/教学逻辑提炼-Zchem基础有机化学-批次Z-F-高阶专题（周环重排波谱）.md
有机化学综合,1,07-资料提炼/教学逻辑提炼/Zchem 基础有机化学/教学逻辑提炼-Zchem基础有机化学-批次Z-G-综合复习与例题.md
波谱分析总论,1,07-资料提炼/教学逻辑提炼/Zchem 有机反应合成与机理/教学逻辑提炼-Zchem-波谱分析与结构表征-第三轮.md
理想溶液,1,07-资料提炼/教学逻辑提炼/Zchem 物理化学 上/教学逻辑提炼-Zchem-化学平衡-第一三轮.md
范特霍夫微分式,1,07-资料提炼/教学逻辑提炼/Zchem 物理化学 上/教学逻辑提炼-Zchem-化学平衡-第一三轮.md
离子淌度,1,07-资料提炼/教学逻辑提炼/Zchem 物理化学 下/教学逻辑提炼-Zchem-电化学-第一轮.md
极化,1,07-资料提炼/教学逻辑提炼/Zchem 物理化学 下/教学逻辑提炼-Zchem-电化学-第一轮.md
相图扩展,1,07-资料提炼/教学逻辑提炼/Zchem 物理化学 下/教学逻辑提炼-Zchem-相平衡与胶体-第三轮.md
化学分析,1,07-资料提炼/教学逻辑提炼/无机化学-周坤-2020/教学逻辑提炼-周坤无机新课-定量化学分析-第一轮.md
专题-配合物深化,1,07-资料提炼/教学逻辑提炼/无机化学-周坤-2020/教学逻辑提炼-周坤无机新课-晶体配合物与气体-第一轮.md
有机化学/金属有机化学,1,07-资料提炼/教学逻辑提炼/无机化学-周坤-2020/教学逻辑提炼-周坤无机新课-晶体配合物与气体-第一轮.md
物理化学/溶液与电化学,1,07-资料提炼/教学逻辑提炼/无机化学-周坤-2020/教学逻辑提炼-周坤无机新课-晶体配合物与气体-第一轮.md
非金属元素,1,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 上/教学逻辑提炼-质心-非金属元素小结-第一轮.md
质心直播课-5.钪、钛、钒、铬、锰_笔记,1,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-ds区元素-第一轮.md
质心直播课-3.铝、锗和锑分族_笔记,1,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-p区金属串讲-第一轮.md
质心直播课-1.晶体结构_笔记,1,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-晶体结构-第一轮.md
质心直播课-4.铜、锌副族_笔记,1,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-氮族元素与铜副族-第一轮.md
质心直播课-2.碱金属和碱土金属_笔记,1,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-碱金属和碱土金属-第一轮.md
KP-镁,1,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-碱金属和碱土金属-第一轮.md
KP-钙,1,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-碱金属和碱土金属-第一轮.md
质心直播课-6.铁系、铂系_笔记,1,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-钪钛钒-第一轮.md
质心直播课-8.综合复习_笔记,1,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-铁系元素-第一轮.md
质心直播课-7.有机金属化合物_笔记,1,07-资料提炼/教学逻辑提炼/质心 元素化学和结构化学 下/教学逻辑提炼-质心-铬-第一轮.md
OCR 公式修复指南,1,07-资料提炼/网课资料/分析化学/资料提炼-周坤-定量化学分析.md
术语统一规范,1,07-资料提炼/网课资料/分析化学/资料提炼-周坤-定量化学分析.md
minerU 图片缺失清单,1,07-资料提炼/网课资料/分析化学/资料提炼-周坤-定量化学分析.md
OCR 噪声识别与过滤,1,07-资料提炼/网课资料/分析化学/资料提炼-周坤-定量化学分析.md
21-有机化合物的结构与性质关系,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次A-绪论烷烃立体化学.md
24-立体异构,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次A-绪论烷烃立体化学.md
27-构象分析与空间效应,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次A-绪论烷烃立体化学.md
37-区域与立体选择性基础,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次A-绪论烷烃立体化学.md
32-碳正离子与区域选择性,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次B-卤代烃烯烃炔烃与二烯烃.md
36-亲核取代反应,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次B-卤代烃烯烃炔烃与二烯烃.md
37-加成与区域选择性,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次B-卤代烃烯烃炔烃与二烯烃.md
41-芳香/共轭与离域基础,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次B-卤代烃烯烃炔烃与二烯烃.md
43-烯烃和炔烃化学,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次B-卤代烃烯烃炔烃与二烯烃.md
44-取代与消除竞争,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次B-卤代烃烯烃炔烃与二烯烃.md
49-周环反应前置,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次B-卤代烃烯烃炔烃与二烯烃.md
对甲苯磺酸酯,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次C-芳香烃与醇酚醚.md
有机合成基础,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次D-醛酮.md
52-杂环化合物与含氮有机物前置,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次E-羧酸羧衍缩合前置与含氮延伸.md
硝基化合物,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次E-羧酸羧衍缩合前置与含氮延伸.md
芳胺,1,07-资料提炼/网课资料/学而思 有机化学基础/资料提炼-学而思有机化学基础-批次E-羧酸羧衍缩合前置与含氮延伸.md
资料提炼-踩坑沉淀,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-原子结构与分子结构.md
术语标准化-踩坑沉淀,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-原子结构与分子结构.md
图像缺失-踩坑沉淀,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-原子结构与分子结构.md
标题-内容不匹配-踩坑沉淀,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-原子结构与分子结构.md
反馈pi键,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-晶体结构与配位化学.md
晶体场稳定化能-CFSE,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-晶体结构与配位化学.md
离子半径测定,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-晶体结构与配位化学.md
经验沉淀-MinerU转写问题,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-热力学与化学平衡.md
经验沉淀-术语与符号约定,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-热力学与化学平衡.md
经验沉淀-MinerU图像提取,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-热力学与化学平衡.md
经验沉淀-OCR噪声识别,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-热力学与化学平衡.md
OCR处理最佳实践,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-电化学与溶液.md
术语标准化规范,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-电化学与溶液.md
图像补充检查清单,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-电化学与溶液.md
OCR噪声识别与处理,1,07-资料提炼/网课资料/无机化学-新课-周坤-2020-难度适中/资料提炼/资料提炼-周坤-电化学与溶液.md
题-001,1,08-工作日志/2026-W19-工作日志.md
题-012,1,08-工作日志/2026-W19-工作日志.md
专题-分子构型判断,1,08-工作日志/2026-W20-执行清单.md
专题-滴定分析计算,1,08-工作日志/2026-W20-执行清单.md
49-金属有机化合物,1,09-审计报告/2026-07-12-全库逐文件深度审计.md
04-元素周期律和元素周期系,1,09-审计报告/2026-07-12-全库逐文件深度审计.md
x,1,09-审计报告/2026-07-22-全库深度检查报告.md
2026-05-11-考纲对标审计v2,1,09-审计报告/审计报告.md
Frost图-氮实例,1,10-附件/图注/Frost图-一般形式.md
氮,1,10-附件/图注/Frost图-氮元素实例.md
环境化学,1,10-附件/图注/Pourbaix图-锰.md
"1,3-双直立作用",1,10-附件/图注/环己烷构象能量图.md
丁烷构象,1,10-附件/图注/环己烷构象能量图.md
某知识点,1,11-模板/Agent-10-备课-轻量.md
